name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Brovana,arformoterol tartrate,Inhalation Solution,"October 6, 2006",Sepracor Inc.,COPD,https://www.drugs.com/brovana.html,https://www.drugs.com/mtm/arformoterol-inhalation.html,Adrenergic bronchodilators,,"Symbicort, Ventolin HFA, Ventolin, Breo Ellipta, Spiriva, Xopenex",9.3,11,https://www.drugs.com/comments/arformoterol/brovana.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"COPD, Maintenance  ",9.3,11,https://www.drugs.com/comments/arformoterol/brovana.html
Taclonex,calcipotriene and betamethasone dipropionate,Ointment,"January 9, 2006",LEO Pharma,Psoriasis,https://www.drugs.com/taclonex.html,https://www.drugs.com/mtm/betamethasone-and-calcipotriene-topical.html,Topical antipsoriatics,,"Cimzia, Otezla, Stelara, Taltz, Remicade, methotrexate, Humira",7.9,46,https://www.drugs.com/comments/betamethasone-calcipotriene-topical/taclonex.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Psoriasis  ,7.8,39,https://www.drugs.com/comments/betamethasone-calcipotriene-topical/taclonex.html
Pylera,"bismuth subcitrate potassium, metronidazole and tetracycline",Capsules  - formerly Helizide,"September 28, 2006","Allergan, Inc.",Helicobacter Pylori Infection,https://www.drugs.com/pylera.html,https://www.drugs.com/mtm/bismuth-subcitrate-potassium-metronidazole-and-tetracycline.html,H. pylori eradication agents,https://www.drugs.com/images/pills/nlm/589140601.jpg,,5.8,245,https://www.drugs.com/comments/bismuth-subcitrate-potassium-metronidazole-tetracycline/pylera.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Helicobacter Pylori Infection  ,5.8,245,https://www.drugs.com/comments/bismuth-subcitrate-potassium-metronidazole-tetracycline/pylera.html
Symbicort,budesonide and formoterol,Inhaler,"July 21, 2006",AstraZeneca,"Asthma, Maintenance, COPD, Maintenance",https://www.drugs.com/symbicort.html,https://www.drugs.com/mtm/budesonide-and-formoterol-inhalation.html,Bronchodilator combinations,https://www.drugs.com/images/pills/custom/pill35411-2/symbicort-80-4-5.jpeg,"Trelegy Ellipta, prednisone, Ventolin HFA, Dupixent, Ventolin, Breo Ellipta, Spiriva",6.6,220,https://www.drugs.com/comments/budesonide-formoterol/symbicort.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"Asthma, Maintenance  ",6.4,153,https://www.drugs.com/comments/budesonide-formoterol/symbicort.html
Omnaris,ciclesonide,Nasal Spray,"October 20, 2006",Altana Pharma,Allergic Rhinitis,https://www.drugs.com/omnaris.html,https://www.drugs.com/mtm/ciclesonide-nasal.html,Nasal steroids,,"prednisone, fluticasone nasal, montelukast, cetirizine, promethazine, Zyrtec",5.7,19,https://www.drugs.com/comments/ciclesonide-nasal/omnaris.html,Prescription only,Risk data available,Not a controlled drug,,Anti-Doping Classification,Allergic Rhinitis  ,5.6,18,https://www.drugs.com/comments/ciclesonide-nasal/omnaris.html
Ziana,clindamycin phosphate and tretinoin,Gel,"November 7, 2006",Medicis and Dow Pharmaceutical Sciences,Acne,https://www.drugs.com/ziana.html,https://www.drugs.com/mtm/clindamycin-and-tretinoin-topical.html,Veltin,,,7.5,76,https://www.drugs.com/comments/clindamycin-tretinoin-topical/ziana.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Acne  ,7.5,76,https://www.drugs.com/comments/clindamycin-tretinoin-topical/ziana.html
Sprycel,dasatinib,Tablets,"June 28, 2006",Bristol-Myers Squibb Company,"Acute Lymphoblastic Leukemia, Chronic Myelogenous Leukemia",https://www.drugs.com/sprycel.html,https://www.drugs.com/dasatinib.html,BCR-ABL tyrosine kinase inhibitors,https://www.drugs.com/images/pills/nlm/000030852.jpg,"prednisone, methotrexate, triamcinolone, dexamethasone, Decadron, hydroxyurea, doxorubicin",7.5,21,https://www.drugs.com/comments/dasatinib/sprycel.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2006,,Chronic Myelogenous Leukemia  ,7.6,18,https://www.drugs.com/comments/dasatinib/sprycel.html
Sprycel,dasatinib,Tablets,"June 28, 2006",Bristol-Myers Squibb Company,"Acute Lymphoblastic Leukemia, Chronic Myelogenous Leukemia",https://www.drugs.com/sprycel.html,https://www.drugs.com/dasatinib.html,BCR-ABL tyrosine kinase inhibitors,https://www.drugs.com/images/pills/nlm/000030852.jpg,"prednisone, methotrexate, triamcinolone, dexamethasone, Decadron, hydroxyurea, doxorubicin",7.5,21,https://www.drugs.com/comments/dasatinib/sprycel.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2006,,Chronic Myelogenous Leukemia  ,7.6,18,https://www.drugs.com/comments/dasatinib/sprycel.html
Sprycel,dasatinib,Tablets,"June 28, 2006",Bristol-Myers Squibb Company,"Acute Lymphoblastic Leukemia, Chronic Myelogenous Leukemia",https://www.drugs.com/sprycel.html,https://www.drugs.com/dasatinib.html,BCR-ABL tyrosine kinase inhibitors,https://www.drugs.com/images/pills/nlm/000030852.jpg,"prednisone, methotrexate, triamcinolone, dexamethasone, Decadron, hydroxyurea, doxorubicin",7.5,21,https://www.drugs.com/comments/dasatinib/sprycel.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2006,,Chronic Myelogenous Leukemia  ,7.6,18,https://www.drugs.com/comments/dasatinib/sprycel.html
Sprycel,dasatinib,Tablets,"June 28, 2006",Bristol-Myers Squibb Company,"Acute Lymphoblastic Leukemia, Chronic Myelogenous Leukemia",https://www.drugs.com/sprycel.html,https://www.drugs.com/dasatinib.html,BCR-ABL tyrosine kinase inhibitors,https://www.drugs.com/images/pills/nlm/000030852.jpg,"prednisone, methotrexate, triamcinolone, dexamethasone, Decadron, hydroxyurea, doxorubicin",7.5,21,https://www.drugs.com/comments/dasatinib/sprycel.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2006,,Chronic Myelogenous Leukemia  ,7.6,18,https://www.drugs.com/comments/dasatinib/sprycel.html
