name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Epiduo,adapalene and benzoyl peroxide,Gel,"December 8, 2008","Galderma Laboratories, L.P.",Acne,https://www.drugs.com/epiduo.html,https://www.drugs.com/mtm/adapalene-and-benzoyl-peroxide-topical.html,Epiduo Forte,,"doxycycline, clindamycin topical, erythromycin topical, tetracycline, Tazorac",7.3,720,https://www.drugs.com/comments/adapalene-benzoyl-peroxide-topical/epiduo.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Acne  ,7.3,717,https://www.drugs.com/comments/adapalene-benzoyl-peroxide-topical/epiduo.html
Acanya,benzoyl peroxide and clindamycin phosphate,Topical Gel,"October 21, 2008","Dow Pharmaceutical Sciences, Inc.",Acne,https://www.drugs.com/acanya.html,https://www.drugs.com/mtm/benzoyl-peroxide-and-clindamycin-topical.html,Topical acne agents,,"doxycycline, clindamycin topical, erythromycin topical, tetracycline, Tazorac",7.3,57,https://www.drugs.com/comments/benzoyl-peroxide-clindamycin-topical/acanya.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Acne  ,7.3,57,https://www.drugs.com/comments/benzoyl-peroxide-clindamycin-topical/acanya.html
Aplenzin,bupropion hydrobromide,Extended-Release Tablets  - formerly BVF-033,"April 23, 2008",Biovail Corporation,Depression,https://www.drugs.com/aplenzin.html,https://www.drugs.com/bupropion.html,Miscellaneous antidepressants,https://www.drugs.com/images/pills/nlm/001875811.jpg,"Trintellix, sertraline, trazodone, Lexapro, Zoloft, citalopram, Wellbutrin",7.0,20,https://www.drugs.com/comments/bupropion/aplenzin.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Depression  ,6.5,14,https://www.drugs.com/comments/bupropion/aplenzin.html
Cimzia,certolizumab pegol,Injection,"April 22, 2008","UCB, Inc.","Crohn's Disease, Active, Rheumatoid Arthritis, Psoriatic Arthritis, Plaque Psoriasis, Ankylosing Spondylitis",https://www.drugs.com/cimzia.html,https://www.drugs.com/mtm/certolizumab.html,TNF alfa inhibitors,https://www.drugs.com/images/pills/custom/pill33157-1/cimzia.jpeg,"Entyvio, Otezla, Stelara, Taltz, Remicade, Simponi, prednisone",6.6,86,https://www.drugs.com/comments/certolizumab/cimzia.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Rheumatoid Arthritis  ,7.4,41,https://www.drugs.com/comments/certolizumab/cimzia.html
Alvesco,ciclesonide,Inhalation Aerosol,"January 10, 2008",Nycomed,Asthma,https://www.drugs.com/alvesco.html,https://www.drugs.com/mtm/ciclesonide-inhalation.html,Inhaled corticosteroids,,"Trelegy Ellipta, prednisone, Symbicort, Ventolin HFA, Dupixent, Ventolin, Breo Ellipta",7.2,30,https://www.drugs.com/comments/ciclesonide/alvesco.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"Asthma, Maintenance  ",7.3,20,https://www.drugs.com/comments/ciclesonide/alvesco.html
Firmagon,degarelix,for Injection,"December 24, 2008","Ferring Pharmaceuticals, USA",Prostate Cancer,https://www.drugs.com/firmagon.html,https://www.drugs.com/degarelix.html,Gonadotropin-releasing hormone antagonists,https://www.drugs.com/images/pills/custom/pill32965-1/firmagon.png,,9.0,9,https://www.drugs.com/comments/degarelix/firmagon.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Prostate Cancer  ,9.0,9,https://www.drugs.com/comments/degarelix/firmagon.html
Pristiq,desvenlafaxine,Extended-Release Tablets,"February 29, 2008",Wyeth Pharmaceuticals,Depression,https://www.drugs.com/pristiq.html,https://www.drugs.com/mtm/desvenlafaxine.html,Serotonin-norepinephrine reuptake inhibitors,https://www.drugs.com/images/pills/fio/GSO12110.JPG,,6.9,"1,120",https://www.drugs.com/comments/desvenlafaxine/pristiq.html,Prescription only,Risk data available,Not a controlled drug,"Tablet, Extended Release; Oral FDA approved 2008",,Depression  ,6.9,795,https://www.drugs.com/comments/desvenlafaxine/pristiq.html
Durezol,difluprednate,Ophthalmic Emulsion,"June 23, 2008","Sirion Therapeutics, Inc.",Postoperative Ocular Inflammation,https://www.drugs.com/durezol.html,https://www.drugs.com/mtm/difluprednate-ophthalmic.html,Ophthalmic steroids,,,6.5,22,https://www.drugs.com/comments/difluprednate-ophthalmic/durezol.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Postoperative Ocular Inflammation  ,6.7,11,https://www.drugs.com/comments/difluprednate-ophthalmic/durezol.html
Promacta,eltrombopag,Tablets,"November 20, 2008",Novartis Pharmaceuticals Corporation,"Immune Thrombocytopenia, Thrombocytopenia, Aplastic Anemia",https://www.drugs.com/promacta.html,https://www.drugs.com/mtm/eltrombopag.html,Platelet-stimulating agents,https://www.drugs.com/images/pills/nlm/200000048.jpg,,7.1,17,https://www.drugs.com/comments/eltrombopag/promacta.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Immune Thrombocytopenia  ,6.9,9,https://www.drugs.com/comments/eltrombopag/promacta.html
LoSeasonique,ethinyl estradiol and levonorgestrel,Extended-Cycle Oral Contraceptive Tablets,"October 24, 2008","Duramed Pharmaceuticals, Inc.",Birth Control,https://www.drugs.com/loseasonique.html,https://www.drugs.com/mtm/ethinyl-estradiol-and-levonorgestrel.html,Contraceptives,https://www.drugs.com/images/pills/nlm/51285-0092-87_NLMIMAGE10_BE305F72.jpg,"norethindrone, medroxyprogesterone, levonorgestrel, Provera, Mirena, Yaz",5.4,118,https://www.drugs.com/comments/ethinyl-estradiol-levonorgestrel/loseasonique.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,5.3,66,https://www.drugs.com/comments/ethinyl-estradiol-levonorgestrel/loseasonique.html
Trilipix,fenofibric acid,Delayed-Release Capsules,"December 15, 2008",Abbott,"Hypertriglyceridemia, High Cholesterol",https://www.drugs.com/trilipix.html,https://www.drugs.com/mtm/fenofibric-acid.html,Fibricor,https://www.drugs.com/images/pills/custom/pill13701-1/trilipix.jpg,,4.9,18,https://www.drugs.com/comments/fenofibric-acid/trilipix.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,High Cholesterol  ,5.1,10,https://www.drugs.com/comments/fenofibric-acid/trilipix.html
Toviaz,fesoterodine fumarate,Extended Release Tablets,"October 31, 2008",Pfizer Inc.,Urinary Frequency,https://www.drugs.com/toviaz.html,https://www.drugs.com/mtm/fesoterodine.html,Urinary antispasmodics,https://www.drugs.com/images/pills/mmx/t109243f/toviaz.jpg,,5.2,74,https://www.drugs.com/comments/fesoterodine/toviaz.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Urinary Frequency  ,4.9,59,https://www.drugs.com/comments/fesoterodine/toviaz.html
Sancuso,granisetron,Transdermal Patch,"September 12, 2008",ProStrakan Group plc,"Nausea/Vomiting, Chemotherapy Induced",https://www.drugs.com/sancuso.html,https://www.drugs.com/mtm/granisetron.html,5HT3 receptor antagonists,,,6.4,14,https://www.drugs.com/comments/granisetron/sancuso.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Nausea/Vomiting, Chemotherapy Induced  ",6.4,14,https://www.drugs.com/comments/granisetron/sancuso.html
Vimpat,lacosamide,"Tablets, Injection, Oral Solution","October 28, 2008",UCB,Seizures,https://www.drugs.com/vimpat.html,https://www.drugs.com/mtm/lacosamide-oral-injection.html,Miscellaneous anticonvulsants,https://www.drugs.com/images/pills/nlm/200000557.jpg,,6.7,158,https://www.drugs.com/comments/lacosamide/vimpat.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2008,,Seizures  ,6.7,138,https://www.drugs.com/comments/lacosamide/vimpat.html
Apriso,mesalamine,Extended-Release Capsules,"October 31, 2008","Salix Pharmaceuticals, Ltd.",Ulcerative Colitis,https://www.drugs.com/apriso.html,https://www.drugs.com/mtm/mesalamine.html,5-aminosalicylates,https://www.drugs.com/images/pills/mmx/t109240f/apriso.jpg,,6.6,29,https://www.drugs.com/comments/mesalamine/apriso.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Ulcerative Colitis  ,6.9,20,https://www.drugs.com/comments/mesalamine/apriso.html
Relistor,methylnaltrexone bromide,Tablets and Subcutaneous Injection,"April 25, 2008","Salix Pharmaceuticals, Inc.",Constipation,https://www.drugs.com/relistor.html,https://www.drugs.com/mtm/methylnaltrexone-oral-injection.html,Peripheral opioid receptor antagonists,https://www.drugs.com/images/pills/fio/VAL01500.JPG,,6.4,59,https://www.drugs.com/comments/methylnaltrexone/relistor.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,"Constipation, Drug Induced  ",6.7,32,https://www.drugs.com/comments/methylnaltrexone/relistor.html
Treximet,sumatriptan succinate and naproxen sodium,Tablets  - formerly Trexima,"April 15, 2008","Pernix Therapeutics Holdings, Inc.",Migraine,https://www.drugs.com/treximet.html,https://www.drugs.com/mtm/sumatriptan-and-naproxen.html,Antimigraine agents,https://www.drugs.com/images/pills/nlm/001730750.jpg,,9.1,92,https://www.drugs.com/comments/naproxen-sumatriptan/treximet.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Migraine  ,9.1,90,https://www.drugs.com/comments/naproxen-sumatriptan/treximet.html
Simcor,niacin ER and simvastatin,Tablets,"February 15, 2008",Abbott,High Cholesterol,https://www.drugs.com/simcor.html,https://www.drugs.com/cons/simvastatin-and-niacin.html,Antihyperlipidemic combinations,https://www.drugs.com/images/pills/nlm/000743312.jpg,,6.8,8,https://www.drugs.com/comments/niacin-simvastatin/simcor.html,Discontinued,Risk data available,Not a controlled drug,,,Hyperlipoproteinemia  ,7.0,1,https://www.drugs.com/comments/niacin-simvastatin/simcor.html
Patanase,olopatadine hydrochloride,Nasal Spray,"April 15, 2008","Alcon, Inc.",Allergic Rhinitis,https://www.drugs.com/patanase.html,https://www.drugs.com/mtm/olopatadine-nasal.html,Nasal antihistamines and decongestants,,"prednisone, fluticasone nasal, montelukast, cetirizine, promethazine, Zyrtec",8.2,11,https://www.drugs.com/comments/olopatadine-nasal/patanase.html,Prescription only,Risk data available,Not a controlled drug,,,Allergic Rhinitis  ,8.2,11,https://www.drugs.com/comments/olopatadine-nasal/patanase.html
Lexiscan,regadenoson,Injection,"April 10, 2008","CV Therapeutics, Inc.",Diagnosis and Investigation,https://www.drugs.com/lexiscan.html,https://www.drugs.com/mtm/regadenoson.html,Cardiac stressing agents,,"glucagon, Adenocard, adenosine, mannitol, dipyridamole, arginine, Ceretec",5.3,33,https://www.drugs.com/comments/regadenoson/lexiscan.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Diagnosis and Investigation  ,5.4,27,https://www.drugs.com/comments/regadenoson/lexiscan.html
Nplate,romiplostim,,"August 22, 2008",Amgen Inc.,Immune Thrombocytopenia,https://www.drugs.com/nplate.html,https://www.drugs.com/romiplostim.html,Platelet-stimulating agents,https://www.drugs.com/images/pills/custom/pill32728-1/nplate.jpeg,,7.6,9,https://www.drugs.com/comments/romiplostim/nplate.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Immune Thrombocytopenia  ,7.6,9,https://www.drugs.com/comments/romiplostim/nplate.html
Rapaflo,silodosin,Capsules,"October 8, 2008","Allergan, Inc.",Benign Prostatic Hyperplasia,https://www.drugs.com/rapaflo.html,https://www.drugs.com/mtm/silodosin.html,Alpha-adrenoreceptor antagonists,https://www.drugs.com/images/pills/fio/WTS01520.JPG,,6.1,99,https://www.drugs.com/comments/silodosin/rapaflo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,Benign Prostatic Hyperplasia  ,6.1,95,https://www.drugs.com/comments/silodosin/rapaflo.html
Nucynta,tapentadol,Tablets,"November 20, 2008","Ortho-McNeil-Janssen Pharmaceuticals, Inc.",Pain,https://www.drugs.com/nucynta.html,https://www.drugs.com/tapentadol.html,Nucynta ER,https://www.drugs.com/images/pills/fio/JAN08200.JPG,,6.2,274,https://www.drugs.com/comments/tapentadol/nucynta.html,Prescription only,Risk data available,High potential for abuse, FDA approved 2008,,Pain  ,6.2,273,https://www.drugs.com/comments/tapentadol/nucynta.html
Ryzolt,tramadol,Extended Release Tablets,"December 30, 2008",Labopharm Inc.,Pain,https://www.drugs.com/ryzolt.html,https://www.drugs.com/tramadol.html,Opioids (narcotic analgesics),https://www.drugs.com/images/pills/fio/PUP03340.JPG,,6.8,14,https://www.drugs.com/comments/tramadol/ryzolt.html,Discontinued,Risk data available,Some potential for abuse,Drug history at FDA,Anti-Doping Classification,Pain  ,8.3,6,https://www.drugs.com/comments/tramadol/ryzolt.html
Zolpimist,zolpidem tartrate,Oral Spray,"December 19, 2008","NovaDel Pharma, Inc.",Insomnia,https://www.drugs.com/zolpimist.html,https://www.drugs.com/zolpidem.html,"Miscellaneous anxiolytics, sedatives and hypnotics",,"lorazepam, zolpidem, diphenhydramine, melatonin, Ativan, Ambien",7.4,8,https://www.drugs.com/comments/zolpidem/zolpimist.html,Prescription only,Risk data available,Some potential for abuse,Drug history at FDA,,Insomnia  ,7.4,8,https://www.drugs.com/comments/zolpidem/zolpimist.html
Accretropin,,,"January 23, 2008",Emergent,"Pediatric Growth Hormone Deficiency, Turner Syndrome",https://www.drugs.com/accretropin.html,https://www.drugs.com/mtm/somatropin.html,Growth hormones,,"Genotropin, somatropin, oxandrolone, Omnitrope, Norditropin, Skytrofa, Norditropin FlexPro",,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
AdreView,iobenguane I 123,Injection,"September 19, 2008",GE Healthcare,Diagnosis and Investigation,https://www.drugs.com/adreview.html,https://www.drugs.com/mtm/iobenguane-i-123.html,Diagnostic radiopharmaceuticals,,"glucagon, Lexiscan, mannitol, arginine, Ceretec",,,,Prescription only,,Not a controlled drug, FDA approved 2008,,,,,
Akten,lidocaine hydrochloride,Ophthalmic Gel,"October 7, 2008","Akorn, Inc.",Ocular Anesthesia,https://www.drugs.com/akten.html,https://www.drugs.com/cons/lidocaine-ophthalmic.html,Ophthalmic anesthetics,,"lidocaine ophthalmic, cocaine nasal, bupivacaine, Alcaine, proparacaine ophthalmic, chloroprocaine ophthalmic, Balanced Salt Solution",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Arcalyst,rilonacept,Injection  - formerly Interleukin-1 Trap,"February 27, 2008","Regeneron Pharmaceuticals, Inc.",Cryopyrin-Associated Periodic Syndromes; Deficiency of Interleukin-1 Receptor Antagonist; Recurrent Pericarditis,https://www.drugs.com/arcalyst.html,https://www.drugs.com/mtm/rilonacept.html,Interleukin inhibitors,,"anakinra, Kineret, Ilaris, rilonacept, canakinumab",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Artiss,,,"March 19, 2008",Baxter Healthcare Corporation,"Burns, External",https://www.drugs.com/artiss.html,https://www.drugs.com/mtm/fibrin-sealant-topical.html,Miscellaneous coagulation modifiers,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Banzel,rufinamide,,"November 14, 2008",Eisai Medical Research Inc.,Lennox-Gastaut Syndrome,https://www.drugs.com/banzel.html,https://www.drugs.com/rufinamide.html,Dibenzazepine anticonvulsants,https://www.drugs.com/images/pills/nlm/628560582.jpg,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Cinryze,,,"October 10, 2008",Shire plc,Hereditary Angioedema,https://www.drugs.com/cinryze.html,https://www.drugs.com/mtm/complement-c1-esterase-inhibitor.html,Hereditary angioedema agents,https://www.drugs.com/images/pills/custom/pill32773-1/cinryze.png,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Cleviprex,clevidipine butyrate,Injectable Emulsion,"August 1, 2008",The Medicines Company,High Blood Pressure,https://www.drugs.com/cleviprex.html,https://www.drugs.com/mtm/clevidipine.html,Calcium channel blocking agents,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Entereg,alvimopan,Capsules,"May 20, 2008",Merck,Postoperative Ileus,https://www.drugs.com/entereg.html,https://www.drugs.com/mtm/alvimopan.html,Peripheral opioid receptor antagonists,https://www.drugs.com/images/pills/fio/ADL00100.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Eovist,gadoxetate disodium,,"July 3, 2008",Bayer HealthCare Pharmaceuticals Inc.,Diagnosis and Investigation,https://www.drugs.com/eovist.html,https://www.drugs.com/mtm/gadoxetate.html,Magnetic resonance imaging contrast media,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Evolence,dermal filler,,"June 27, 2008",OrthoNeutrogena,Facial Wrinkles,https://www.drugs.com/evolence.html,,,,"Botox, onabotulinumtoxinA, Xeomin, tazarotene topical, Dysport",,,,Discontinued,,,,,,,,
Flo-Pred,prednisolone acetate,Oral Suspension,"January 17, 2008",Taro Pharmaceutical Industries Ltd.,"Asthma, Inflammatory Conditions",https://www.drugs.com/flo-pred.html,https://www.drugs.com/prednisolone.html,Bubbli-Pred,,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Intelence,etravirine,Tablets  - formerly TMC125,"January 18, 2008",Tibotec Pharmaceuticals Ltd.,HIV Infection,https://www.drugs.com/intelence.html,https://www.drugs.com/mtm/etravirine.html,NNRTIs,https://www.drugs.com/images/pills/fio/JAN05710.JPG,"Descovy, Truvada, Atripla, Epzicom, Stribild, Complera",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Kinrix,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,,"June 24, 2008",GlaxoSmithKline,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Poliomyelitis Prophylaxis, Pertussis Prophylaxis",https://www.drugs.com/kinrix.html,https://www.drugs.com/mtm/diphtheria-pertussis-acellular-polio-tetanus-vaccine.html,Vaccine combinations,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Latisse,bimatoprost,Ophthalmic Solution,"December 24, 2008","Allergan, Inc.",Hypotrichosis of Eyelashes,https://www.drugs.com/latisse.html,https://www.drugs.com/mtm/bimatoprost-topical-ophthalmic.html,Miscellaneous topical agents,,"bimatoprost topical, fluorometholone ophthalmic, Flarex, FML, Fluor-Op",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Fusilev,levoleucovorin,for Injection,"March 7, 2008","Spectrum Pharmaceuticals, Inc.","Methotrexate Rescue, Folic Acid Antagonist Overdose, Colorectal Cancer",https://www.drugs.com/levoleucovorin.html,https://www.drugs.com/cons/fusilev.html,Khapzory,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Lusedra,fospropofol disodium,Injection,"December 12, 2008",Eisai Corporation of North America,Sedation,https://www.drugs.com/lusedra.html,https://www.drugs.com/cons/fospropofol.html,General anesthetics,,"trazodone, hydroxyzine, lorazepam, promethazine, Ativan, lidocaine, fentanyl",,,,Discontinued,Risk data available,Some potential for abuse, FDA approved 2008,,,,,
Moxatag,amoxicillin,Extended Release Tablets,"January 23, 2008",Pragma,Tonsillitis/Pharyngitis,https://www.drugs.com/moxatag.html,https://www.drugs.com/amoxicillin.html,Aminopenicillins,https://www.drugs.com/images/pills/fio/MBK01420.JPG,"amoxicillin, albuterol, doxycycline, azithromycin, ciprofloxacin, metronidazole, cefdinir",,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Mozobil,plerixafor,,"December 15, 2008",Genzyme Corporation,Bone Marrow Transplantation,https://www.drugs.com/mozobil.html,https://www.drugs.com/mtm/plerixafor.html,Hematopoietic stem cell mobilizer,,"Abecma, Velcade, methotrexate, rituximab, cyclophosphamide, Revlimid, Rituxan",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,
Ablavar,gadofosveset trisodium,- formerly Vasovist,"December 22, 2008","EPIX Pharmaceuticals, Inc.",Diagnosis and Investigation,https://www.drugs.com/mtm/gadofosveset-trisodium.html,https://www.drugs.com/cons/ablavar.html,Magnetic resonance imaging contrast media,,"gadobenate dimeglumine, Multihance",,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Navstel,"balanced salt ophthalmic solution with hypromellose, dextrose and glutathione",Intraocular Irrigating Solution,"July 24, 2008","Alcon Laboratories, Inc.",Intraocular Irrigation,https://www.drugs.com/navstel.html,https://www.drugs.com/mtm/ophthalmic-irrigation-intraocular.html,Ophthalmic lubricants and irrigations,,"lidocaine ophthalmic, Alcaine, proparacaine ophthalmic, chloroprocaine ophthalmic, Balanced Salt Solution, Akten",,,,Discontinued,,Not a controlled drug,,,,,,
Nexterone,amiodarone HCl,Injection,"December 24, 2008",Prism Pharmaceuticals,"Ventricular Fibrillation, Ventricular Tachycardia",https://www.drugs.com/nexterone.html,https://www.drugs.com/amiodarone.html,Group III antiarrhythmics,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Oforta,fludarabine phosphate,Tablets,"December 18, 2008",sanofi-aventis U.S.,Chronic Lymphocytic Leukemia,https://www.drugs.com/oforta.html,https://www.drugs.com/mtm/fludarabine-injection.html,Antimetabolites,https://www.drugs.com/images/pills/fio/SAN58200.JPG,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
OraVerse,phentolamine mesylate,Injection,"May 9, 2008","Novalar Pharmaceuticals, Inc.",Reversal of Anesthesia,https://www.drugs.com/oraverse.html,https://www.drugs.com/cons/phentolamine-injection.html,Miscellaneous cardiovascular agents,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Pentacel,,,"June 20, 2008",Sanofi pasteur,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Pertussis Prophylaxis, Poliomyelitis Prophylaxis, Haemophilus influenzae Prophylaxis",https://www.drugs.com/pentacel.html,https://www.drugs.com/mtm/diphtheria-haemophilus-b-pertussis-polio-tetanus-vaccine.html,Vaccine combinations,,"azithromycin, Zithromax, rifampin, clarithromycin, Biaxin, Daptacel (DTaP), diphtheria toxoid/tetanus toxoid",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
PrandiMet,repaglinide and metformin,Tablets,"June 23, 2008","Sciele Pharma, Inc. and Novo Nordisk Inc.","Diabetes, Type 2",https://www.drugs.com/prandimet.html,https://www.drugs.com/cons/repaglinide-and-metformin.html,Antidiabetic combinations,https://www.drugs.com/images/pills/nlm/001690092.jpg,"metformin, Trulicity, Lantus, Tresiba, Victoza, Levemir",,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Stavzor,valproic acid,Capsules,"July 29, 2008","Noven Pharmaceuticals, Inc.","Bipolar Disorder, Seizures, Epilepsy, Migraine Prevention",https://www.drugs.com/pro/stavzor.html,https://www.drugs.com/mtm/valproic-acid.html,Depakene,https://www.drugs.com/images/pills/fio/NVN32500.JPG,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Recothrom,,,"January 17, 2008","ZymoGenetics, Inc.",Hemostasis During Surgery,https://www.drugs.com/recothrom.html,https://www.drugs.com/cons/thrombin-human-recombinant.html,Miscellaneous coagulation modifiers,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
