name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Campral,acamprosate calcium,Delayed-Release Tablets,"July 29, 2004","Allergan, Inc.",Alcohol Use Disorder,https://www.drugs.com/pro/campral.html,https://www.drugs.com/acamprosate.html,Drugs used in alcohol dependence,https://www.drugs.com/images/pills/nlm/004563330.jpg,"naltrexone, acamprosate, Vivitrol, disulfiram, Antabuse, Revia",8.8,207,https://www.drugs.com/comments/acamprosate/campral.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2004,,Alcohol Use Disorder  ,8.8,207,https://www.drugs.com/comments/acamprosate/campral.html
Vidaza,azacitidine,for Injectable Suspension,"May 19, 2004",Pharmion Corporation,Myelodysplastic Diseases,https://www.drugs.com/vidaza.html,https://www.drugs.com/mtm/azacitidine.html,Miscellaneous antineoplastics,,,5.9,14,https://www.drugs.com/comments/azacitidine/vidaza.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Myelodysplastic Syndrome  ,5.9,14,https://www.drugs.com/comments/azacitidine/vidaza.html
Avastin,bevacizumab,Injection,"February 26, 2004","Genentech, Inc.","Colorectal Cancer, Non-Small Cell Lung Cancer, Glioblastoma Multiforme, Renal Cell Carcinoma, Cervical Cancer, Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer, Hepatocellular Carcinoma",https://www.drugs.com/avastin.html,https://www.drugs.com/bevacizumab.html,VEGF/VEGFR  inhibitors,https://www.drugs.com/images/pills/custom/pill33228-1/avastin.jpeg,,7.7,30,https://www.drugs.com/comments/bevacizumab/avastin.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Ovarian Cancer  ,5.3,7,https://www.drugs.com/comments/bevacizumab/avastin.html
Erbitux,cetuximab,Injection,"February 12, 2004",Eli Lilly and Company,"Colorectal Cancer, Head and Neck Cancer",https://www.drugs.com/erbitux.html,https://www.drugs.com/mtm/cetuximab.html,EGFR inhibitors,,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, fluorouracil, Xeloda",6.9,9,https://www.drugs.com/comments/cetuximab/erbitux.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Colorectal Cancer  ,7.8,4,https://www.drugs.com/comments/cetuximab/erbitux.html
Sensipar,cinacalcet,Tablets,"March 8, 2004",Amgen Inc.,"Secondary Hyperparathyroidism, Hypercalcemia of Malignancy",https://www.drugs.com/sensipar.html,https://www.drugs.com/mtm/cinacalcet.html,Calcimimetics,https://www.drugs.com/images/pills/mmx/t109923f/sensipar.jpg,"prednisone, dexamethasone, Decadron, Reclast, denosumab, Zometa, cinacalcet",5.7,9,https://www.drugs.com/comments/cinacalcet/sensipar.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Secondary Hyperparathyroidism  ,6.1,8,https://www.drugs.com/comments/cinacalcet/sensipar.html
Clindesse,clindamycin phosphate,Vaginal Cream,"November 30, 2004",KV Pharmaceutical Company,Bacterial Vaginosis,https://www.drugs.com/clindesse.html,https://www.drugs.com/mtm/clindamycin-topical.html,Vaginal anti-infectives,,"metronidazole, clindamycin, tinidazole, Cleocin",6.9,21,https://www.drugs.com/comments/clindamycin-topical/clindesse.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Bacterial Vaginosis  ,6.9,21,https://www.drugs.com/comments/clindamycin-topical/clindesse.html
Enablex,darifenacin,Extended-Release Tablets,"December 22, 2004","Allergan, Inc.",Overactive Bladder,https://www.drugs.com/enablex.html,https://www.drugs.com/mtm/darifenacin.html,Urinary antispasmodics,https://www.drugs.com/images/pills/nlm/004300170.jpg,,5.9,23,https://www.drugs.com/comments/darifenacin/enablex.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2004,,Urinary Frequency  ,6.4,16,https://www.drugs.com/comments/darifenacin/enablex.html
Cymbalta,duloxetine,Delayed-Release Capsules,"August 3, 2004",Eli Lilly and Company,"Neuropathic Pain, Pain, Osteoarthritis, Generalized Anxiety Disorder, Depression, Fibromyalgia, Diabetic Kidney Disease",https://www.drugs.com/cymbalta.html,https://www.drugs.com/duloxetine.html,Serotonin-norepinephrine reuptake inhibitors,https://www.drugs.com/images/pills/nlm/000023240.jpg,,6.3,"1,879",https://www.drugs.com/comments/duloxetine/cymbalta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Depression  ,6.3,614,https://www.drugs.com/comments/duloxetine/cymbalta.html
Truvada,emtricitabine and tenofovir,Tablets,"August 2, 2004","Gilead Sciences, Inc.","HIV Infection, Pre-Exposure Prophylaxis",https://www.drugs.com/truvada.html,https://www.drugs.com/mtm/emtricitabine-and-tenofovir.html,Antiviral combinations,https://www.drugs.com/images/pills/mmx/t107244f/truvada.jpg,,6.2,36,https://www.drugs.com/comments/emtricitabine-tenofovir/truvada.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Pre-Exposure Prophylaxis  ,5.8,19,https://www.drugs.com/comments/emtricitabine-tenofovir/truvada.html
Tarceva,erlotinib,Tablets,"November 18, 2004","Genentech, Inc.","Non-Small Cell Lung Cancer, Pancreatic Cancer",https://www.drugs.com/tarceva.html,https://www.drugs.com/erlotinib.html,EGFR inhibitors,https://www.drugs.com/images/pills/nlm/502420063.jpg,,8.4,41,https://www.drugs.com/comments/erlotinib/tarceva.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2004,,Non-Small Cell Lung Cancer  ,8.5,39,https://www.drugs.com/comments/erlotinib/tarceva.html
Lunesta,eszopiclone,Tablets  - formerly Estorra,"December 15, 2004",Sepracor Inc.,Insomnia,https://www.drugs.com/lunesta.html,https://www.drugs.com/mtm/eszopiclone.html,"Miscellaneous anxiolytics, sedatives and hypnotics",https://www.drugs.com/images/pills/nlm/634020193.jpg,"lorazepam, zolpidem, diphenhydramine, melatonin, Ativan, Ambien",5.8,327,https://www.drugs.com/comments/eszopiclone/lunesta.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2004,,Insomnia  ,5.8,326,https://www.drugs.com/comments/eszopiclone/lunesta.html
Vytorin,ezetimibe/simvastatin,Tablets,"July 23, 2004",Merck/Schering-Plough Pharmaceuticals,"High Cholesterol, Familial Heterozygous, High Cholesterol, Familial Homozygous",https://www.drugs.com/vytorin.html,https://www.drugs.com/mtm/ezetimibe-and-simvastatin.html,Antihyperlipidemic combinations,https://www.drugs.com/images/pills/mmx/t107237f/vytorin.jpg,,7.1,21,https://www.drugs.com/comments/ezetimibe-simvastatin/vytorin.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,High Cholesterol  ,7.0,20,https://www.drugs.com/comments/ezetimibe-simvastatin/vytorin.html
TriCor,fenofibrate,Tablets,"November 5, 2004",Abbott Laboratories,"Hyperlipoproteinemia Type IIa, Elevated LDL, Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL, Hyperlipoproteinemia, Hyperlipoproteinemia Type IV, Elevated VLDL, Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL, Hypertriglyceridemia",https://www.drugs.com/tricor.html,https://www.drugs.com/fenofibrate.html,Fibric acid derivatives,https://www.drugs.com/images/pills/fio/TEV77560.JPG,"atorvastatin, rosuvastatin, simvastatin, Lipitor, fenofibrate, Crestor, gemfibrozil",5.9,16,https://www.drugs.com/comments/fenofibrate/tricor.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hypertriglyceridemia  ,6.7,11,https://www.drugs.com/comments/fenofibrate/tricor.html
Allegra-D 24 Hour,fexofenadine and pseudoephedrine,,"October 19, 2004",Sanofi Aventis US,"Allergic Rhinitis, Nasal Congestion",https://www.drugs.com/allegra_d_24.html,https://www.drugs.com/mtm/fexofenadine-and-pseudoephedrine.html,Allegra-D 12 Hour,https://www.drugs.com/images/pills/mtm/Allegra-D%2024%20Hour.jpg,,6.1,34,https://www.drugs.com/comments/fexofenadine-pseudoephedrine/allegra-d-24-hour.html,Rx and/or OTC,Risk data available,Not a controlled drug,,Anti-Doping Classification,Allergic Rhinitis  ,6.0,31,https://www.drugs.com/comments/fexofenadine-pseudoephedrine/allegra-d-24-hour.html
Mucinex D,guaifenesin and pseudoephedrine,Extended-Release Tablets,"June 22, 2004",Adams Respiratory Therapeutics,Cough and Nasal Congestion,https://www.drugs.com/mucinex-d.html,https://www.drugs.com/mtm/guaifenesin-and-pseudoephedrine.html,Despec-SR,https://www.drugs.com/images/pills/mmx/t110556f/mucinex-d.jpg,"Bromfed DM, brompheniramine / dextromethorphan / pseudoephedrine, Vicks Dayquil Cold & Flu Relief, Promethazine VC with Codeine, Vanacof",6.1,222,https://www.drugs.com/comments/guaifenesin-pseudoephedrine/mucinex-d.html,Rx and/or OTC,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Cough and Nasal Congestion  ,6.1,220,https://www.drugs.com/comments/guaifenesin-pseudoephedrine/mucinex-d.html
Orthovisc,sodium hyaluronate,Injection,"February 4, 2004","Anika Therapeutics, Inc.",Osteoarthritis,https://www.drugs.com/orthovisc.html,https://www.drugs.com/mtm/hyaluronan.html,Hymovis,,,6.4,192,https://www.drugs.com/comments/hyaluronan/orthovisc.html,Prescription only,Risk data available,Not a controlled drug,,,Osteoarthritis  ,6.4,189,https://www.drugs.com/comments/hyaluronan/orthovisc.html
depo-subQ provera 104,medroxyprogesterone acetate,Injection,"December 17, 2004",Pfizer Inc.,Birth Control,https://www.drugs.com/depo-provera.html,https://www.drugs.com/medroxyprogesterone.html,Contraceptives,,"norethindrone, medroxyprogesterone, levonorgestrel, Provera, Mirena, Yaz",4.2,"1,962",https://www.drugs.com/comments/medroxyprogesterone/depo-provera.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,5.1,1009,https://www.drugs.com/comments/medroxyprogesterone/depo-provera.html
Tysabri,natalizumab,Injection  - formerly Antegren,"November 23, 2004","Biogen Idec / Elan Corporation, plc","Multiple Sclerosis, Crohn's Disease, Maintenance",https://www.drugs.com/tysabri.html,https://www.drugs.com/natalizumab.html,Selective immunosuppressants,https://www.drugs.com/images/pills/custom/pill32705-1/tysabri.jpeg,"Vumerity, Mavenclad, Zeposia, budesonide, Humira, Entyvio, mesalamine",7.8,97,https://www.drugs.com/comments/natalizumab/tysabri.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Multiple Sclerosis  ,7.9,96,https://www.drugs.com/comments/natalizumab/tysabri.html
Zegerid,omeprazole and sodium bicarbonate,- formerly Rapinex,"June 15, 2004","Santarus, Inc.","Duodenal Ulcer, GERD, Stomach Ulcer, Erosive Esophagitis",https://www.drugs.com/zegerid.html,https://www.drugs.com/mtm/omeprazole-and-sodium-bicarbonate.html,Proton pump inhibitors,https://www.drugs.com/images/pills/mmx/t108788f/zegerid.jpg,,8.4,30,https://www.drugs.com/comments/omeprazole-sodium-bicarbonate/zegerid.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,GERD  ,8.3,19,https://www.drugs.com/comments/omeprazole-sodium-bicarbonate/zegerid.html
Lyrica,pregabalin,Capsules,"December 30, 2004",Pfizer Inc.,"Neuropathic Pain, Postherpetic Neuralgia, Fibromyalgia, Diabetic Peripheral Neuropathy, Epilepsy",https://www.drugs.com/lyrica.html,https://www.drugs.com/pregabalin.html,Lyrica CR,https://www.drugs.com/images/pills/fio/GSO13510.JPG,,6.4,925,https://www.drugs.com/comments/pregabalin/lyrica.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2004,,Fibromyalgia  ,6.4,342,https://www.drugs.com/comments/pregabalin/lyrica.html
Xifaxan,rifaximin,Tablets,"May 25, 2004","Salix Pharmaceuticals, Ltd","Traveler's Diarrhea, Hepatic Encephalopathy, Irritable Bowel Syndrome",https://www.drugs.com/xifaxan.html,https://www.drugs.com/mtm/rifaximin.html,Miscellaneous antibiotics,https://www.drugs.com/images/pills/mmx/t111043f/xifaxan.jpg,,6.4,94,https://www.drugs.com/comments/rifaximin/xifaxan.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Irritable Bowel Syndrome with Diarrhea  ,5.7,71,https://www.drugs.com/comments/rifaximin/xifaxan.html
VESIcare,solifenacin succinate,Tablets,"November 19, 2004",Astellas Pharma Inc.,Overactive Bladder,https://www.drugs.com/vesicare.html,https://www.drugs.com/mtm/solifenacin.html,VESIcare LS,https://www.drugs.com/images/pills/mmx/t107256f/vesicare.jpg,"Botox, estradiol, oxybutynin, Myrbetriq, Gemtesa, solifenacin, Detrol",5.5,141,https://www.drugs.com/comments/solifenacin/vesicare.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,Urinary Frequency  ,5.1,95,https://www.drugs.com/comments/solifenacin/vesicare.html
