name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Orencia,abatacept,Injection,"December 23, 2005",Bristol-Myers Squibb Company,"Rheumatoid Arthritis, Juvenile Idiopathic Arthritis, Psoriatic Arthritis, Graft Versus Host Disease - Prophylaxis",https://www.drugs.com/orencia.html,https://www.drugs.com/abatacept.html,Antirheumatics,https://www.drugs.com/images/pills/custom/pill32985-1.webp,"Otezla, Stelara, Taltz, Simponi, prednisone, naproxen, methotrexate",6.0,70,https://www.drugs.com/comments/abatacept/orencia.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Rheumatoid Arthritis  ,6.1,64,https://www.drugs.com/comments/abatacept/orencia.html
Niravam,alprazolam,Orally Disintegrating Tablets,"January 19, 2005",,"Anxiety, Panic Disorder",https://www.drugs.com/pro/niravam.html,https://www.drugs.com/alprazolam.html,Benzodiazepines,https://www.drugs.com/images/pills/mtm/Niravam%201%20mg.jpg,,9.8,13,https://www.drugs.com/comments/alprazolam/niravam.html,Discontinued,Risk data available,Some potential for abuse,Drug history at FDA,,Anxiety  ,9.7,10,https://www.drugs.com/comments/alprazolam/niravam.html
Focalin XR,dexmethylphenidate,Extended-Release Capsules,"May 26, 2005",Novartis Pharmaceuticals Corporation,ADHD,https://www.drugs.com/focalin.html,https://www.drugs.com/mtm/dexmethylphenidate.html,Focalin XR,https://www.drugs.com/images/pills/fio/NVR03821.JPG,"Adderall, Vyvanse, methylphenidate, atomoxetine, Concerta, Strattera",5.7,137,https://www.drugs.com/comments/dexmethylphenidate/focalin.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,ADHD  ,5.7,136,https://www.drugs.com/comments/dexmethylphenidate/focalin.html
Angeliq,drospirenone and estradiol,Tablets,"September 28, 2005","Berlex, Inc.",Postmenopausal Symptoms,https://www.drugs.com/angeliq.html,https://www.drugs.com/mtm/drospirenone-and-estradiol.html,Sex hormone combinations,https://www.drugs.com/images/pills/fio/BAY04830.JPG,,8.2,49,https://www.drugs.com/comments/drospirenone-estradiol/angeliq.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Postmenopausal Symptoms  ,8.2,49,https://www.drugs.com/comments/drospirenone-estradiol/angeliq.html
Byetta,exenatide,Injection,"April 28, 2005",Amylin Pharmaceuticals / Eli Lilly & Co.,"Diabetes, Type 2",https://www.drugs.com/byetta.html,https://www.drugs.com/mtm/exenatide.html,Incretin Mimetics (GLP-1 Agonists),,,7.9,82,https://www.drugs.com/comments/exenatide/byetta.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,"Diabetes, Type 2  ",7.9,81,https://www.drugs.com/comments/exenatide/byetta.html
Levemir,insulin detemir,Injection,"June 16, 2005",Novo Nordisk Inc.,"Diabetes, Type 1, Diabetes, Type 2",https://www.drugs.com/levemir.html,https://www.drugs.com/insulin-detemir.html,Insulin,,,4.7,69,https://www.drugs.com/comments/insulin-detemir/levemir.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,"Diabetes, Type 2  ",4.6,60,https://www.drugs.com/comments/insulin-detemir/levemir.html
Revlimid,lenalidomide,Capsules,"December 27, 2005",Celgene Corporation,"Myelodysplastic Syndrome, Multiple Myeloma, Lymphoma, Follicular Lymphoma",https://www.drugs.com/revlimid.html,https://www.drugs.com/mtm/lenalidomide.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/fio/CLG04100.JPG,,7.1,25,https://www.drugs.com/comments/lenalidomide/revlimid.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Multiple Myeloma  ,7.3,21,https://www.drugs.com/comments/lenalidomide/revlimid.html
Revlimid,lenalidomide,Capsules,"December 27, 2005",Celgene Corporation,"Myelodysplastic Syndrome, Multiple Myeloma, Lymphoma, Follicular Lymphoma",https://www.drugs.com/revlimid.html,https://www.drugs.com/mtm/lenalidomide.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/fio/CLG04100.JPG,,7.1,25,https://www.drugs.com/comments/lenalidomide/revlimid.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Multiple Myeloma  ,7.3,21,https://www.drugs.com/comments/lenalidomide/revlimid.html
Revlimid,lenalidomide,Capsules,"December 27, 2005",Celgene Corporation,"Myelodysplastic Syndrome, Multiple Myeloma, Lymphoma, Follicular Lymphoma",https://www.drugs.com/revlimid.html,https://www.drugs.com/mtm/lenalidomide.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/fio/CLG04100.JPG,,7.1,25,https://www.drugs.com/comments/lenalidomide/revlimid.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Multiple Myeloma  ,7.3,21,https://www.drugs.com/comments/lenalidomide/revlimid.html
Revlimid,lenalidomide,Capsules,"December 27, 2005",Celgene Corporation,"Myelodysplastic Syndrome, Multiple Myeloma, Lymphoma, Follicular Lymphoma",https://www.drugs.com/revlimid.html,https://www.drugs.com/mtm/lenalidomide.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/fio/CLG04100.JPG,,7.1,25,https://www.drugs.com/comments/lenalidomide/revlimid.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Multiple Myeloma  ,7.3,21,https://www.drugs.com/comments/lenalidomide/revlimid.html
Revlimid,lenalidomide,Capsules,"December 27, 2005",Celgene Corporation,"Myelodysplastic Syndrome, Multiple Myeloma, Lymphoma, Follicular Lymphoma",https://www.drugs.com/revlimid.html,https://www.drugs.com/mtm/lenalidomide.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/fio/CLG04100.JPG,,7.1,25,https://www.drugs.com/comments/lenalidomide/revlimid.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,Multiple Myeloma  ,7.3,21,https://www.drugs.com/comments/lenalidomide/revlimid.html
