name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Auvelity,dextromethorphan and bupropion,Extended-Release Tablets  - formerly AXS-05,"August 18, 2022","Axsome Therapeutics, Inc.",Major Depressive Disorder,https://www.drugs.com/auvelity.html,https://www.drugs.com/mtm/bupropion-and-dextromethorphan.html,Miscellaneous antidepressants,https://www.drugs.com/images/pills/custom/pill33440-1/auvelity.png,"Trintellix, Vraylar, sertraline, trazodone, Lexapro, Zoloft, Wellbutrin",8.3,91,https://www.drugs.com/comments/bupropion-dextromethorphan/auvelity.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Major Depressive Disorder  ,8.3,86,https://www.drugs.com/comments/bupropion-dextromethorphan/auvelity.html
Quviviq,daridorexant,Tablets,"January 7, 2022",Idorsia Ltd.,Insomnia,https://www.drugs.com/quviviq.html,https://www.drugs.com/mtm/daridorexant.html,"Miscellaneous anxiolytics, sedatives and hypnotics",https://www.drugs.com/images/pills/custom/pill32364-1/quviviq.jpeg,,4.2,121,https://www.drugs.com/comments/daridorexant/quviviq.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2022,,Insomnia  ,4.2,121,https://www.drugs.com/comments/daridorexant/quviviq.html
Vabysmo,faricimab-svoa,Intravitreal Injection,"January 28, 2022",Genentech,"Macular Degeneration, Diabetic Macular Edema, Macular Edema",https://www.drugs.com/vabysmo.html,https://www.drugs.com/mtm/faricimab-ophthalmic.html,Anti-angiogenic ophthalmic agents,https://www.drugs.com/images/pills/custom/pill34247-1/vabysmo.png,,8.6,15,https://www.drugs.com/comments/faricimab/vabysmo.html,Prescription only,Risk data available,Not a controlled drug,,,Macular Degeneration  ,7.9,10,https://www.drugs.com/comments/faricimab/vabysmo.html
Zoryve,roflumilast,Cream and Foam,"July 29, 2022","Arcutis Biotherapeutics, Inc.","Plaque Psoriasis, Seborrheic Dermatitis",https://www.drugs.com/zoryve.html,https://www.drugs.com/mtm/roflumilast-topical.html,Selective phosphodiesterase-4 inhibitors,https://www.drugs.com/images/pills/custom/pill33377-1/zoryve.jpeg,"Cimzia, Otezla, Stelara, Taltz, Remicade, Humira, Enbrel",8.9,25,https://www.drugs.com/comments/roflumilast-topical/zoryve.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Plaque Psoriasis  ,9.0,21,https://www.drugs.com/comments/roflumilast-topical/zoryve.html
Vtama,tapinarof,Cream,"May 23, 2022",Dermavant Sciences,Plaque Psoriasis,https://www.drugs.com/vtama.html,https://www.drugs.com/mtm/tapinarof-topical.html,Topical antipsoriatics,https://www.drugs.com/images/pills/custom/pill32895-1/vtama.jpeg,,7.9,33,https://www.drugs.com/comments/tapinarof-topical/vtama.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,Plaque Psoriasis  ,8.0,30,https://www.drugs.com/comments/tapinarof-topical/vtama.html
Mounjaro,tirzepatide,Injection,"May 13, 2022",Eli Lilly and Company,"Diabetes, Type 2",https://www.drugs.com/mounjaro.html,https://www.drugs.com/tirzepatide.html,Incretin Mimetics (GLP-1 Agonists),https://www.drugs.com/images/pills/custom/pill32896-1/mounjaro.jpg,"metformin, semaglutide, Trulicity, phentermine, Wegovy, Zepbound, Lantus",8.5,800,https://www.drugs.com/comments/tirzepatide/mounjaro.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Diabetes, Type 2  ",8.2,492,https://www.drugs.com/comments/tirzepatide/mounjaro.html
Adlarity,donepezil,Transdermal System,"March 11, 2022","Corium, Inc.",Alzheimer's Disease,https://www.drugs.com/adlarity.html,https://www.drugs.com/mtm/donepezil.html,Cholinesterase inhibitors,https://www.drugs.com/images/pills/custom/pill34732-1/adlarity.jpeg,"donepezil, memantine, Aricept, Namenda, rivastigmine, Exelon",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Adstiladrin,nadofaragene firadenovec-vncg,Suspension for Intravesical Use,"December 16, 2022",Ferring Pharmaceuticals,Bladder Cancer,https://www.drugs.com/adstiladrin.html,https://www.drugs.com/mtm/nadofaragene-firadenovec.html,Miscellaneous antineoplastics,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Amvuttra,vutrisiran,Injection,"June 13, 2022","Alnylam Pharmaceuticals, Inc.",Hereditary Amyloidosis,https://www.drugs.com/amvuttra.html,https://www.drugs.com/mtm/vutrisiran.html,Miscellaneous metabolic agents,https://www.drugs.com/images/pills/custom/pill33080-1.webp,"tafamidis, eplontersen, patisiran, vutrisiran, inotersen",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Briumvi,ublituximab-xiiy,Injection,"December 28, 2022","TG Therapeutics, Inc.",Multiple Sclerosis,https://www.drugs.com/briumvi.html,https://www.drugs.com/mtm/ublituximab.html,CD20 monoclonal antibodies,https://www.drugs.com/images/pills/custom/pill34081-1.webp,"Ocrevus, Tecfidera, Rebif, Betaseron, Extavia, Vumerity, Mavenclad",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Camzyos,mavacamten,Capsules,"April 28, 2022",Bristol Myers Squibb,Hypertrophic Cardiomyopathy,https://www.drugs.com/camzyos.html,https://www.drugs.com/mtm/mavacamten.html,Miscellaneous cardiovascular agents,https://www.drugs.com/images/pills/custom/pill33015-1/camzyos.jpeg,mavacamten,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Carvykti,ciltacabtagene autoleucel,Suspension for Intravenous Infusion,"February 28, 2022",Janssen Pharmaceutical Companies,Multiple Myeloma,https://www.drugs.com/carvykti.html,https://www.drugs.com/mtm/ciltacabtagene-autoleucel.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/custom/pill33492-1/carvykti.jpeg,"Abecma, Velcade, Revlimid, Darzalex, Pomalyst, Kyprolis, Ninlaro",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Cibinqo,abrocitinib,Tablets,"January 14, 2022",Pfizer Inc.,Atopic Dermatitis,https://www.drugs.com/cibinqo.html,https://www.drugs.com/mtm/abrocitinib.html,Selective immunosuppressants,https://www.drugs.com/images/pills/custom/pill32413-1.webp,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Cimerli,ranibizumab-eqrn,Intravitreal Injection,"August 2, 2022","Coherus BioSciences, Inc.","Macular Degeneration, Macular Edema, Diabetic Macular Edema, Diabetic Retinopathy, Myopic Choroidal Neovascularization",https://www.drugs.com/cimerli.html,https://www.drugs.com/mtm/ranibizumab-ophthalmic.html,Anti-angiogenic ophthalmic agents,https://www.drugs.com/images/pills/custom/pill33486-1/cimerli.jpeg,"triamcinolone ophthalmic, dexamethasone ophthalmic, Eylea, Vabysmo, Izervay, fluocinolone ophthalmic, Lucentis",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Radicava ORS,edaravone,Oral Suspension,"May 12, 2022",Mitsubishi Tanabe Pharma Corporation,Amyotrophic Lateral Sclerosis,https://www.drugs.com/cons/radicava-ors.html,https://www.drugs.com/mtm/edaravone-oral-injection.html,Miscellaneous central nervous system agents,https://www.drugs.com/images/pills/custom/pill32816-1/radicava-ors.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Daxxify,daxibotulinumtoxinA-lanm,Lyophilized Powder for Injection,"September 7, 2022","Revance Therapeutics, Inc.","Glabellar Lines, Cervical Dystonia",https://www.drugs.com/daxxify.html,https://www.drugs.com/mtm/daxibotulinumtoxina.html,Skeletal muscle relaxants,https://www.drugs.com/images/pills/custom/pill33494-1/daxxify.jpeg,"Botox, onabotulinumtoxinA, Xeomin, Dysport, Botox Cosmetic, rimabotulinumtoxinB, Jeuveau",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Elahere,mirvetuximab soravtansine-gynx,Injection,"November 14, 2022","ImmunoGen, Inc.","Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer",https://www.drugs.com/elahere.html,https://www.drugs.com/mtm/mirvetuximab-soravtansine.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/custom/pill33730-1/elahere.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Enjaymo,sutimlimab-jome,Injection,"February 4, 2022",Sanofi,Cold Agglutinin Disease,https://www.drugs.com/enjaymo.html,https://www.drugs.com/mtm/sutimlimab.html,Selective immunosuppressants,https://www.drugs.com/images/pills/custom/pill34246-1/enjaymo.jpeg,sutimlimab,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Epsolay,benzoyl peroxide,Cream,"April 22, 2022","Sol-Gel Technologies, Ltd.",Rosacea,https://www.drugs.com/epsolay.html,https://www.drugs.com/mtm/benzoyl-peroxide-topical.html,,https://www.drugs.com/images/pills/custom/pill33081-1/epsolay.png,"doxycycline, metronidazole topical, ivermectin topical, minocycline topical, brimonidine topical, oxymetazoline topical",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Furoscix,furosemide,Injection,"October 7, 2022","scPharmaceuticals, Inc.",Heart Failure,https://www.drugs.com/furoscix.html,https://www.drugs.com/furosemide.html,,https://www.drugs.com/images/pills/custom/pill33672-1/furoscix.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Hemgenix,etranacogene dezaparvovec-drlb,Suspension for Intravenous Infusion,"November 22, 2022",CSL,Hemophilia B,https://www.drugs.com/hemgenix.html,https://www.drugs.com/mtm/etranacogene-dezaparvovec.html,Miscellaneous uncategorized agents,https://www.drugs.com/images/pills/custom/pill34730-1/hemgenix.jpeg,"BeneFix, Idelvion, coagulation factor ix, Alprolix, Ixinity, NovoSeven RT",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Iyuzeh,latanoprost,Ophthalmic Solution,"December 13, 2022","Thea Pharma, Inc.","Intraocular Hypertension, Glaucoma, Open Angle",https://www.drugs.com/history/iyuzeh.html,https://www.drugs.com/condition/intraocular-hypertension.html,"Glaucoma, Open Angle",,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Hyftor,sirolimus,Topical Gel,"March 22, 2022","Nobelpharma America, LLC",Facial Angiofibroma Associated with Tuberous Sclerosis,https://www.drugs.com/hyftor.html,https://www.drugs.com/mtm/sirolimus-topical.html,MTOR inhibitors,https://www.drugs.com/images/pills/custom/pill33490-1/hyftor.jpeg,"cannabidiol, sirolimus topical, everolimus, Epidiolex, Afinitor, Afinitor Disperz",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Imjudo,tremelimumab-actl,Injection,"October 21, 2022",AstraZeneca,"Hepatocellular Carcinoma, Non-Small Cell Lung Cancer",https://www.drugs.com/imjudo.html,https://www.drugs.com/mtm/tremelimumab.html,Anti-CTLA-4 monoclonal antibodies,https://www.drugs.com/images/pills/custom/pill33673-1/imjudo.jpeg,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, bevacizumab, nivolumab",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Kimmtrak,tebentafusp-tebn,Injection,"January 25, 2022",Immunocore,Uveal Melanoma,https://www.drugs.com/kimmtrak.html,https://www.drugs.com/mtm/tebentafusp.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/custom/pill34248-1/kimmtrak.png,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Krazati,adagrasib,Tablets,"December 12, 2022","Mirati Therapeutics, Inc.",Non-Small Cell Lung Cancer,https://www.drugs.com/krazati.html,https://www.drugs.com/mtm/adagrasib.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/custom/pill33822-1/krazati.png,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, bevacizumab, Tagrisso",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,
Kyzatrex,testosterone undecanoate,Capsules,"July 27, 2022",Marius Pharmaceuticals,"Hypogonadism, Male",https://www.drugs.com/kyzatrex.html,https://www.drugs.com/testosterone.html,Androgens and anabolic steroids,https://www.drugs.com/images/pills/custom/pill33393-1/kyzatrex.jpeg,"testosterone, AndroGel, Xyosted, Depo-Testosterone, Pregnyl, HCG",,,,Prescription only,Risk data available,Moderate abuse potential,Drug history at FDA,Anti-Doping Classification,,,,
