name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Adzenys XR-ODT,amphetamine,Extended-Release Orally Disintegrating Tablets,"January 27, 2016","Neos Therapeutics, Inc.",Attention-Deficit Hyperactivity Disorder (ADHD),https://www.drugs.com/mtm/adzenys-xr-odt.html,https://www.drugs.com/amphetamine.html,Dyanavel XR,https://www.drugs.com/images/pills/fio/NTB00300.JPG,"Adderall, Vyvanse, methylphenidate, atomoxetine, Concerta, Strattera",6.1,63,https://www.drugs.com/comments/amphetamine/adzenys-xr-odt.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,ADHD  ,6.1,63,https://www.drugs.com/comments/amphetamine/adzenys-xr-odt.html
Briviact,brivaracetam,,"February 19, 2016","UCB, Inc.",Epilepsy,https://www.drugs.com/briviact.html,https://www.drugs.com/mtm/brivaracetam-oral-injection.html,Pyrrolidine anticonvulsants,https://www.drugs.com/images/pills/fio/UCB03700.JPG,,6.3,59,https://www.drugs.com/comments/brivaracetam/briviact.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2016,,Epilepsy  ,6.2,38,https://www.drugs.com/comments/brivaracetam/briviact.html
BromSite,bromfenac,Ophthalmic Solution,"April 8, 2016",Sun Pharmaceutical Industries Ltd.,Postoperative Ocular Inflammation,https://www.drugs.com/mtm/bromfenac-ophthalmic.html,https://www.drugs.com/mtm/bromsite-ophthalmic.html,Prolensa,,"diclofenac ophthalmic, dexamethasone ophthalmic, ketorolac ophthalmic, prednisolone ophthalmic, Lotemax, flurbiprofen ophthalmic",8.4,13,https://www.drugs.com/comments/bromfenac-ophthalmic/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Postoperative Ocular Inflammation  ,8.4,13,https://www.drugs.com/comments/bromfenac-ophthalmic/
Cabometyx,cabozantinib,Tablets,"April 25, 2016","Exelixis, Inc.","Renal Cell Carcinoma, Hepatocellular Carcinoma, Thyroid Cancer",https://www.drugs.com/cabometyx.html,https://www.drugs.com/mtm/cabozantinib.html,Multikinase inhibitors,https://www.drugs.com/images/pills/fio/EXE00240.JPG,"Keytruda, Avastin, pembrolizumab, doxorubicin, Armour Thyroid, bevacizumab, nivolumab",8.3,10,https://www.drugs.com/comments/cabozantinib/cabometyx.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Renal Cell Carcinoma  ,8.6,9,https://www.drugs.com/comments/cabozantinib/cabometyx.html
Rayaldee,calcifediol,Extended Release Capsules,"June 17, 2016","OPKO Health, Inc.",Secondary Hyperparathyroidism,https://www.drugs.com/mtm/rayaldee.html,https://www.drugs.com/mtm/calcifediol.html,Vitamins,https://www.drugs.com/images/pills/fio/OPK10010.JPG,"Parsabiv, etelcalcetide, calcifediol",7.9,8,https://www.drugs.com/comments/calcifediol/rayaldee.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hyperparathyroidism Secondary to Renal Impairment  ,7.9,8,https://www.drugs.com/comments/calcifediol/rayaldee.html
Eucrisa,crisaborole,Topical Ointment,"December 14, 2016","Pfizer, Inc.",Atopic Dermatitis,https://www.drugs.com/eucrisa.html,https://www.drugs.com/mtm/crisaborole-topical.html,Miscellaneous topical agents,,"prednisone, Dupixent, Temovate, Lidex, Clobex, Olux",5.9,281,https://www.drugs.com/comments/crisaborole-topical/eucrisa.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2016,,Atopic Dermatitis  ,5.8,273,https://www.drugs.com/comments/crisaborole-topical/eucrisa.html
Intrarosa,prasterone,Vaginal Inserts,"November 17, 2016",Endoceutics Inc.,Dyspareunia,https://www.drugs.com/intrarosa.html,https://www.drugs.com/mtm/prasterone-dehydroepiandrosterone-dhea-vaginal.html,,,,5.1,102,https://www.drugs.com/comments/dehydroepiandrosterone/intrarosa.html,Rx and/or OTC,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Dyspareunia  ,5.0,96,https://www.drugs.com/comments/dehydroepiandrosterone/intrarosa.html
Zepatier,elbasvir and grazoprevir,Tablets,"January 28, 2016","Merck & Co., Inc.",Hepatitis C,https://www.drugs.com/zepatier.html,https://www.drugs.com/mtm/elbasvir-and-grazoprevir.html,Antiviral combinations,https://www.drugs.com/images/pills/fio/MSD30740.JPG,"Epclusa, Harvoni, Vosevi, Mavyret, sofosbuvir / velpatasvir, Sovaldi",8.9,53,https://www.drugs.com/comments/elbasvir-grazoprevir/zepatier.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hepatitis C  ,8.9,53,https://www.drugs.com/comments/elbasvir-grazoprevir/zepatier.html
Odefsey,"emtricitabine, rilpivirine and tenofovir alafenamide",Tablets,"March 1, 2016","Gilead Sciences, Inc.",HIV Infection,https://www.drugs.com/odefsey.html,https://www.drugs.com/cons/emtricitabine-rilpivirine-and-tenofovir-alafenamide.html,Antiviral combinations,https://www.drugs.com/images/pills/fio/GIL21010.JPG,"Descovy, Truvada, Atripla, Epzicom, Stribild, Complera",8.4,10,https://www.drugs.com/comments/emtricitabine-rilpivirine-tenofovir-alafenamide/odefsey.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,HIV Infection  ,8.4,10,https://www.drugs.com/comments/emtricitabine-rilpivirine-tenofovir-alafenamide/odefsey.html
Descovy,emtricitabine and tenofovir alafenamide,Tablets,"April 4, 2016","Gilead Sciences, Inc.","HIV Infection, Pre-Exposure Prophylaxis",https://www.drugs.com/descovy.html,https://www.drugs.com/cons/emtricitabine-and-tenofovir-alafenamide.html,Antiviral combinations,https://www.drugs.com/images/pills/fio/GIL20020.JPG,,6.9,16,https://www.drugs.com/comments/emtricitabine-tenofovir-alafenamide/descovy.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,HIV Infection  ,5.4,8,https://www.drugs.com/comments/emtricitabine-tenofovir-alafenamide/descovy.html
