name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Eylea HD,aflibercept,Injection,"August 18, 2023","Regeneron Pharmaceuticals, Inc.","Macular Degeneration, Diabetic Macular Edema, Diabetic Retinopathy",https://www.drugs.com/eylea.html,https://www.drugs.com/mtm/aflibercept-ophthalmic.html,Eylea HD,https://www.drugs.com/images/pills/custom/pill33224-1/eylea.jpeg,"triamcinolone ophthalmic, dexamethasone ophthalmic, Vabysmo, Izervay, fluocinolone ophthalmic, aflibercept ophthalmic, Lucentis",7.1,61,https://www.drugs.com/comments/aflibercept-ophthalmic/eylea.html,Prescription only,Risk data available,Not a controlled drug,,,Macular Degeneration  ,7.1,34,https://www.drugs.com/comments/aflibercept-ophthalmic/eylea.html
Veozah,fezolinetant,Tablets,"May 12, 2023",Astellas Pharma Inc.,"Menopausal Disorders, Hot Flashes",https://www.drugs.com/veozah.html,https://www.drugs.com/mtm/fezolinetant.html,Miscellaneous central nervous system agents,https://www.drugs.com/images/pills/custom/pill34467-1/veozah.png,,7.8,9,https://www.drugs.com/comments/fezolinetant/veozah.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,Hot Flashes  ,7.8,9,https://www.drugs.com/comments/fezolinetant/veozah.html
Paxlovid,nirmatrelvir and ritonavir,Tablets,"May 25, 2023",Pfizer Inc.,COVID-19,https://www.drugs.com/paxlovid.html,https://www.drugs.com/mtm/nirmatrelvir-and-ritonavir.html,Antiviral combinations,https://www.drugs.com/images/pills/custom/pill32282-1/paxlovid.jpg,"Lagevrio, molnupiravir, remdesivir, Actemra, nirmatrelvir / ritonavir, Olumiant",7.1,493,https://www.drugs.com/comments/nirmatrelvir-ritonavir/paxlovid.html,Prescription only,Risk data available,Not a controlled drug,,,COVID-19  ,7.1,493,https://www.drugs.com/comments/nirmatrelvir-ritonavir/paxlovid.html
Miebo,perfluorohexyloctane,Ophthalmic Solution  - formerly NOV03,"May 18, 2023",Bausch + Lomb Corporation and Novaliq,Dry Eye Disease,https://www.drugs.com/miebo.html,https://www.drugs.com/mtm/perfluorohexyloctane-ophthalmic.html,Ophthalmic anti-inflammatory agents,https://www.drugs.com/images/pills/custom/pill34471-1/miebo.jpeg,,8.8,15,https://www.drugs.com/comments/perfluorohexyloctane-ophthalmic/miebo.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Dry Eye Disease  ,8.7,14,https://www.drugs.com/comments/perfluorohexyloctane-ophthalmic/miebo.html
Zepbound,tirzepatide,Injection,"November 8, 2023",Eli Lilly and Company,Weight Loss (Obesity/Overweight),https://www.drugs.com/zepbound.html,https://www.drugs.com/tirzepatide.html,Mounjaro,https://www.drugs.com/images/pills/custom/pill35296-1/zepbound.png,"Mounjaro, semaglutide, phentermine, Wegovy, Saxenda, Alli",9.1,41,https://www.drugs.com/comments/tirzepatide/zepbound.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Weight Loss (Obesity/Overweight)  ,9.1,40,https://www.drugs.com/comments/tirzepatide/zepbound.html
Abilify Asimtufii,aripiprazole,Extended-Release Injectable Suspension,"April 27, 2023","Otsuka Pharmaceutical Co., Ltd.","Schizophrenia, Bipolar Disorder",https://www.drugs.com/abilify-asimtufii.html,https://www.drugs.com/aripiprazole.html,,,"Vraylar, quetiapine, lamotrigine, aripiprazole, Abilify, Seroquel, olanzapine",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Abrysvo,respiratory syncytial virus vaccine,Injection,"May 31, 2023","Pfizer, Inc.",RSV,https://www.drugs.com/abrysvo.html,https://www.drugs.com/rsv-vaccine.html,Viral vaccines,https://www.drugs.com/images/pills/custom/pill35062-1.webp,"Arexvy, ribavirin, Beyfortus, Synagis, palivizumab, rsv vaccine, pref a-pref b, recombinant, nirsevimab",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Adzynma,"ADAMTS13, recombinant-krhn",Lyophilized Powder for Injection,"November 9, 2023",Takeda,Thrombotic Thrombocytopenic Purpura,https://www.drugs.com/adzynma.html,https://www.drugs.com/mtm/apadamtase-alfa-recombinant.html,Lysosomal enzymes,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Agamree,vamorolone,Oral Suspension,"October 26, 2023","Catalyst Pharmaceuticals, Inc.",Duchenne Muscular Dystrophy,https://www.drugs.com/agamree.html,https://www.drugs.com/mtm/vamorolone.html,Glucocorticoids,,"Elevidys, Viltepso, deflazacort, Emflaza, Exondys 51, vamorolone",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,
Airsupra,albuterol and budesonide,Inhalation Aerosol,"January 10, 2023",AstraZeneca Pharmaceuticals LP,Asthma,https://www.drugs.com/airsupra.html,https://www.drugs.com/mtm/albuterol-and-budesonide-inhalation.html,Antiasthmatic combinations,https://www.drugs.com/images/pills/custom/pill34230-1/airsupra.png,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Akeega,abiraterone acetate and niraparib,Tablets,"August 11, 2023","Janssen Pharmaceuticals, Inc.",Prostate Cancer,https://www.drugs.com/akeega.html,https://www.drugs.com/mtm/abiraterone-and-niraparib.html,Antineoplastic combinations,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Altuviiio,"antihemophilic factor recombinant, Fc-VWF-XTEN fusion protein-ehtl",Lyophilized Powder for Injection,"February 22, 2023",Sanofi,Hemophilia A,https://www.drugs.com/altuviiio.html,https://www.drugs.com/mtm/antihemophilic-factor-human.html,Miscellaneous coagulation modifiers,,"tranexamic acid, desmopressin, Hemlibra, Cyklokapron, DDAVP, antihemophilic factor",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Alyglo,"immune globulin intravenous, human-stwk",Liquid for Intravenous Injection,"December 15, 2023","GC Biopharma USA, Inc.",Primary Immunodeficiency Syndrome,https://www.drugs.com/alyglo.html,https://www.drugs.com/mtm/immune-globulin-intravenous-igiv.html,,https://www.drugs.com/images/pills/custom/pill35662-1/alyglo.jpg,"Hizentra, Octagam, Privigen, Cuvitru, Panzyga, Gammagard Liquid",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Aphexda,motixafortide,Lyophilized Powder for Injection,"September 8, 2023",BioLineRx Ltd.,Hematopoietic Stem Cell Mobilization,https://www.drugs.com/aphexda.html,https://www.drugs.com/mtm/motixafortide.html,Hematopoietic stem cell mobilizer,https://www.drugs.com/images/pills/custom/pill35060-1/aphexda.jpeg,"Abecma, Velcade, Revlimid, Darzalex, Pomalyst, Kyprolis, Ninlaro",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Arexvy,"respiratory syncytial virus vaccine, adjuvanted",Suspension for Intramuscular Injection,"May 3, 2023",GlaxoSmithKline,Prevention of RSV Infection,https://www.drugs.com/arexvy.html,https://www.drugs.com/mtm/respiratory-syncytial-virus-rsv-vaccine.html,Viral vaccines,https://www.drugs.com/images/pills/custom/pill35142-1/arexvy.png,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Augtyro,repotrectinib,Capsules,"November 15, 2023",Bristol Myers Squibb,Non-Small Cell Lung Cancer,https://www.drugs.com/augtyro.html,https://www.drugs.com/mtm/repotrectinib.html,Multikinase inhibitors,,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, bevacizumab, Tagrisso",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,
Avzivi,bevacizumab-tnjn,Injection,"December 6, 2023","Bio-Thera Solutions, Ltd.","Colorectal Cancer, Non-Small Cell Lung Cancer, Glioblastoma Multiforme, Renal Cell Carcinoma, Cervical Cancer, Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer",https://www.drugs.com/avzivi.html,https://www.drugs.com/bevacizumab.html,VEGF/VEGFR  inhibitors,,"Opdivo, methotrexate, Keytruda, Avastin, carboplatin, pembrolizumab, fluorouracil",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Balfaxar,"prothrombin complex concentrate, human-lans",Lyophilized Powder for Injection,"July 21, 2023","Octapharma USA, Inc.",Warfarin Reversal in Urgent Surgery & Invasive Procedures,https://www.drugs.com/balfaxar.html,https://www.drugs.com/mtm/prothrombin-complex.html,Anticoagulant reversal agents,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
