name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Tudorza,aclidinium bromide,Pressair,"July 23, 2012","Allergan, Inc.",COPD,https://www.drugs.com/tudorza.html,https://www.drugs.com/mtm/aclidinium.html,Anticholinergic bronchodilators,,,8.6,24,https://www.drugs.com/comments/aclidinium/tudorza-pressair.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,COPD  ,9.0,15,https://www.drugs.com/comments/aclidinium/tudorza-pressair.html
Eliquis,apixaban,Tablets,"December 28, 2012",Bristol-Myers Squibb Company and Pfizer Inc.,"Prevention of Thromboembolism in Atrial Fibrillation, Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery, Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery",https://www.drugs.com/eliquis.html,https://www.drugs.com/mtm/apixaban.html,Factor Xa inhibitors,https://www.drugs.com/images/pills/mmx/t110079f/eliquis.jpg,,5.0,224,https://www.drugs.com/comments/apixaban/eliquis.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,Prevention of Thromboembolism in Atrial Fibrillation  ,4.8,100,https://www.drugs.com/comments/apixaban/eliquis.html
Stendra,avanafil,Tablets,"April 27, 2012","Vivus, Inc.",Erectile Dysfunction,https://www.drugs.com/stendra.html,https://www.drugs.com/mtm/avanafil.html,Impotence agents,https://www.drugs.com/images/pills/fio/AUX03030.JPG,"sildenafil, tadalafil, Cialis, Viagra, alprostadil, Levitra",5.6,61,https://www.drugs.com/comments/avanafil/stendra.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Erectile Dysfunction  ,5.6,61,https://www.drugs.com/comments/avanafil/stendra.html
Dymista,azelastine and fluticasone,Nasal Spray,"May 1, 2012","Meda Pharmaceuticals, Inc.",Allergic Rhinitis,https://www.drugs.com/dymista.html,https://www.drugs.com/mtm/azelastine-and-fluticasone-nasal.html,Nasal antihistamines and decongestants,,"prednisone, fluticasone nasal, montelukast, cetirizine, promethazine, Zyrtec",5.8,156,https://www.drugs.com/comments/azelastine-fluticasone-nasal/dymista.html,Prescription only,Risk data available,Not a controlled drug,,Anti-Doping Classification,Allergic Rhinitis  ,5.7,145,https://www.drugs.com/comments/azelastine-fluticasone-nasal/dymista.html
QNASL,beclomethasone dipropionate,Nasal Aerosol,"March 23, 2012",Teva Pharmaceutical Industries Ltd.,Allergic Rhinitis,https://www.drugs.com/qnasl.html,https://www.drugs.com/mtm/beclomethasone-nasal.html,Beconase AQ,,,7.5,22,https://www.drugs.com/comments/beclomethasone-nasal/qnasl.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Allergic Rhinitis  ,7.5,22,https://www.drugs.com/comments/beclomethasone-nasal/qnasl.html
Prepopik,"sodium picosulfate, magnesium oxide and citric acid",for Oral Solution,"July 16, 2012",Ferring Pharmaceuticals,Bowel Preparation,https://www.drugs.com/prepopik.html,https://www.drugs.com/mtm/citric-acid-magnesium-oxide-and-sodium-picosulfate.html,Clenpiq,,"MiraLAX, erythromycin, bisacodyl, polyethylene glycol 3350, senna, Dulcolax",6.3,157,https://www.drugs.com/comments/citric-acid-magnesium-oxide-sodium-picosulfate/prepopik.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,Bowel Preparation  ,6.3,157,https://www.drugs.com/comments/citric-acid-magnesium-oxide-sodium-picosulfate/prepopik.html
Stribild,"cobicistat, elvitegravir, emtricitabine and tenofovir",Tablets,"August 27, 2012","Gilead Sciences, Inc.",HIV Infection,https://www.drugs.com/stribild.html,https://www.drugs.com/mtm/cobicistat-elvitegravir-emtricitabine-and-tenofovir.html,Antiviral combinations,https://www.drugs.com/images/pills/nlm/619581201.jpg,,9.5,90,https://www.drugs.com/comments/cobicistat-elvitegravir-emtricitabine-tenofovir/stribild.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,HIV Infection  ,9.5,89,https://www.drugs.com/comments/cobicistat-elvitegravir-emtricitabine-tenofovir/stribild.html
Xtandi,enzalutamide,Capsules and Tablets,"August 31, 2012",Astellas Pharma Inc.,Prostate Cancer,https://www.drugs.com/xtandi.html,https://www.drugs.com/enzalutamide.html,Antiandrogens,https://www.drugs.com/images/pills/custom/pill31556-1/xtandi.png,,5.4,20,https://www.drugs.com/comments/enzalutamide/xtandi.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,Prostate Cancer  ,5.2,19,https://www.drugs.com/comments/enzalutamide/xtandi.html
Subsys,fentanyl,Sublingual Spray,"January 4, 2012","INSYS Therapeutics, Inc.",Pain,https://www.drugs.com/subsys.html,https://www.drugs.com/mtm/fentanyl-buccal-sublingual.html,Abstral,,,8.6,12,https://www.drugs.com/comments/fentanyl/subsys.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,Anti-Doping Classification,Breakthrough Pain  ,9.0,6,https://www.drugs.com/comments/fentanyl/subsys.html
Vascepa,icosapent ethyl,Capsules,"July 26, 2012",Amarin Corporation plc,"Hypertriglyceridemia, Cardiovascular Risk Reduction",https://www.drugs.com/vascepa.html,https://www.drugs.com/mtm/icosapent.html,Miscellaneous antihyperlipidemic agents,https://www.drugs.com/images/pills/nlm/529370001.jpg,"Repatha, Ozempic, rosuvastatin, Jardiance, simvastatin, Trulicity, fenofibrate",5.9,119,https://www.drugs.com/comments/icosapent/vascepa.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hypertriglyceridemia  ,5.9,109,https://www.drugs.com/comments/icosapent/vascepa.html
Picato,ingenol mebutate,Topical Gel,"January 23, 2012",Leo Pharma,Actinic Keratosis,https://www.drugs.com/picato.html,https://www.drugs.com/cons/ingenol.html,Topical antineoplastics,,,5.5,20,https://www.drugs.com/comments/ingenol-topical/picato.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,Actinic Keratosis  ,5.3,17,https://www.drugs.com/comments/ingenol-topical/picato.html
Sklice,ivermectin,Lotion,"February 7, 2012","Arbor Pharmaceuticals, LLC",Lice,https://www.drugs.com/sklice.html,https://www.drugs.com/cons/ivermectin-topical-application.html,Topical anti-infectives,,"ivermectin topical, sodium chloride topical, permethrin topical, Elimite, spinosad topical, Nix",6.6,46,https://www.drugs.com/comments/ivermectin-topical/sklice.html,Over the counter,Risk data available,Not a controlled drug,Drug history at FDA,,Head Lice  ,6.6,46,https://www.drugs.com/comments/ivermectin-topical/sklice.html
Linzess,linaclotide,Capsules,"August 30, 2012","Ironwood Pharmaceuticals, Inc.","Irritable Bowel Syndrome with Constipation, Chronic Idiopathic Constipation, Functional Constipation",https://www.drugs.com/linzess.html,https://www.drugs.com/mtm/linaclotide.html,Guanylate cyclase-C agonists,https://www.drugs.com/images/pills/fio/FOR12010.JPG,"dicyclomine, MiraLAX, Bentyl, polyethylene glycol 3350, hyoscyamine, Xifaxan, rifaximin",6.6,874,https://www.drugs.com/comments/linaclotide/linzess.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,Chronic Idiopathic Constipation  ,6.6,621,https://www.drugs.com/comments/linaclotide/linzess.html
Jentadueto,linagliptin and metformin hydrochloride,Tablets,"January 30, 2012","Boehringer Ingelheim Pharmaceuticals, Inc. and Eli Lilly","Diabetes, Type 2",https://www.drugs.com/jentadueto.html,https://www.drugs.com/mtm/linagliptin-and-metformin.html,Jentadueto XR,https://www.drugs.com/images/pills/fio/BOI01480.JPG,"metformin, Trulicity, Lantus, Tresiba, Victoza, Levemir",6.0,16,https://www.drugs.com/comments/linagliptin-metformin/jentadueto.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Diabetes, Type 2  ",6.0,16,https://www.drugs.com/comments/linagliptin-metformin/jentadueto.html
Belviq,lorcaserin,Tablets,"June 27, 2012","Arena Pharmaceuticals, Inc.",Weight Loss (Obesity/Overweight),https://www.drugs.com/belviq.html,https://www.drugs.com/cons/lorcaserin.html,Belviq XR,https://www.drugs.com/images/pills/fio/ESI05290.JPG,,7.6,887,https://www.drugs.com/comments/lorcaserin/belviq.html,Discontinued,Risk data available,Some potential for abuse,,,Weight Loss (Obesity/Overweight)  ,7.6,884,https://www.drugs.com/comments/lorcaserin/belviq.html
Quillivant XR,methylphenidate,for Extended-Release Oral Suspension,"September 27, 2012","NextWave Pharmaceuticals, Inc.",ADHD,https://www.drugs.com/quillivant-xr.html,https://www.drugs.com/methylphenidate.html,CNS stimulants,,"Adderall, Vyvanse, methylphenidate, atomoxetine, Concerta, Strattera",5.6,23,https://www.drugs.com/comments/methylphenidate/quillivant-xr.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,Anti-Doping Classification,ADHD  ,5.6,23,https://www.drugs.com/comments/methylphenidate/quillivant-xr.html
