name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Qulipta,atogepant,Tablets,"September 28, 2021",AbbVie Inc.,Migraine Prevention,https://www.drugs.com/qulipta.html,https://www.drugs.com/atogepant.html,CGRP inhibitors,https://www.drugs.com/images/pills/custom/pill32076-1/qulipta.jpeg,,7.7,116,https://www.drugs.com/comments/atogepant/qulipta.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2021,,Migraine Prevention  ,7.2,73,https://www.drugs.com/comments/atogepant/qulipta.html
Cabenuva,cabotegravir and rilpivirine,Extended-Release Injectable Suspension,"January 21, 2021",ViiV Healthcare,HIV Infection,https://www.drugs.com/cabenuva.html,https://www.drugs.com/mtm/cabotegravir-and-rilpivirine.html,Antiviral combinations,https://www.drugs.com/images/pills/custom/pill33159-1/cabenuva.png,,8.2,17,https://www.drugs.com/comments/cabotegravir-rilpivirine/cabenuva.html,Prescription only,Risk data available,Not a controlled drug,,,HIV Infection  ,8.2,17,https://www.drugs.com/comments/cabotegravir-rilpivirine/cabenuva.html
Azstarys,dexmethylphenidate and serdexmethylphenidate,Capsules,"March 2, 2021","KemPharm, Inc.",Attention Deficit Hyperactivity Disorder (ADHD),https://www.drugs.com/azstarys.html,https://www.drugs.com/mtm/dexmethylphenidate-and-serdexmethylphenidate.html,CNS stimulants,https://www.drugs.com/images/pills/custom/pill31410-1/azstarys.jpeg,,7.7,31,https://www.drugs.com/comments/dexmethylphenidate-serdexmethylphenidate/azstarys.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,ADHD  ,7.7,31,https://www.drugs.com/comments/dexmethylphenidate-serdexmethylphenidate/azstarys.html
Nextstellis,drospirenone and estetrol,Tablets,"April 15, 2021",Mayne Pharma,Birth Control,https://www.drugs.com/nextstellis.html,https://www.drugs.com/mtm/drospirenone-and-estetrol.html,Contraceptives,https://www.drugs.com/images/pills/custom/pill31552-1/nextstellis.png,"norethindrone, medroxyprogesterone, levonorgestrel, Provera, Mirena, Yaz",7.0,20,https://www.drugs.com/comments/drospirenone-estetrol/nextstellis.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,7.4,16,https://www.drugs.com/comments/drospirenone-estetrol/nextstellis.html
Myfembree,"relugolix, estradiol and norethindrone acetate",Tablets,"May 26, 2021",Myovant Sciences,"Uterine Fibroids, Endometriosis",https://www.drugs.com/myfembree.html,https://www.drugs.com/mtm/estradiol-norethindrone-and-relugolix.html,Sex hormone combinations,https://www.drugs.com/images/pills/custom/pill31688-1/myfembree.png,"norethindrone, medroxyprogesterone, Provera, leuprolide, Sprintec, Zoladex, Lupron Depot",8.2,9,https://www.drugs.com/comments/estradiol-norethindrone-relugolix/myfembree.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Endometriosis  ,8.0,6,https://www.drugs.com/comments/estradiol-norethindrone-relugolix/myfembree.html
Leqvio,inclisiran,Injection,"December 22, 2021",Novartis,"High Cholesterol, Familial Heterozygous",https://www.drugs.com/leqvio.html,https://www.drugs.com/mtm/inclisiran.html,Miscellaneous antihyperlipidemic agents,https://www.drugs.com/images/pills/custom/pill34251-1/leqvio.png,,7.5,31,https://www.drugs.com/comments/inclisiran/leqvio.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"High Cholesterol, Familial Heterozygous  ",7.9,16,https://www.drugs.com/comments/inclisiran/leqvio.html
Prevnar 20,pneumococcal 20-valent conjugate vaccine,Injection,"June 8, 2021",Pfizer Inc.,Pneumococcal Disease Prophylaxis,https://www.drugs.com/mtm/prevnar-20.html,https://www.drugs.com/mtm/pneumococcal-20-valent-conjugate-vaccine.html,Bacterial vaccines,,,4.6,21,https://www.drugs.com/comments/pneumococcal-20-valent-conjugate-vaccine/prevnar-20.html,Prescription only,Risk data available,Not a controlled drug,,,Pneumococcal Disease Prophylaxis  ,4.8,19,https://www.drugs.com/comments/pneumococcal-20-valent-conjugate-vaccine/prevnar-20.html
Wegovy,semaglutide,Injection,"June 4, 2021",Novo Nordisk,"Weight Loss (Obesity/Overweight), Cardiovascular Risk Reduction",https://www.drugs.com/wegovy.html,https://www.drugs.com/semaglutide.html,Incretin Mimetics (GLP-1 Agonists),https://www.drugs.com/images/pills/custom/pill34225-1/wegovy.jpg,"Repatha, Ozempic, Mounjaro, Jardiance, simvastatin, semaglutide, Trulicity",7.2,345,https://www.drugs.com/comments/semaglutide/wegovy.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Weight Loss (Obesity/Overweight)  ,7.2,343,https://www.drugs.com/comments/semaglutide/wegovy.html
Tezspire,tezepelumab-ekko,Injection,"December 17, 2021",Amgen and AstraZeneca,Asthma,https://www.drugs.com/tezspire.html,https://www.drugs.com/mtm/tezepelumab.html,Selective immunosuppressants,https://www.drugs.com/images/pills/custom/pill34254-1/tezspire.png,,8.7,18,https://www.drugs.com/comments/tezepelumab/tezspire.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2021,,Asthma  ,8.6,16,https://www.drugs.com/comments/tezepelumab/tezspire.html
Tyrvaya,varenicline,Nasal Spray,"October 15, 2021","Oyster Point Pharma, Inc.",Dry Eye Disease,https://www.drugs.com/tyrvaya.html,https://www.drugs.com/mtm/varenicline.html,Cholinergic agonists,https://www.drugs.com/images/pills/custom/pill32777-1/tyrvaya.jpeg,"Restasis, Eysuvis, cyclosporine ophthalmic, varenicline, Xiidra, Artificial Tears, Cequa",7.7,36,https://www.drugs.com/comments/varenicline/tyrvaya.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Dry Eye Disease  ,7.9,35,https://www.drugs.com/comments/varenicline/tyrvaya.html
